R&D Spend,Administration,Marketing Spend,State,Profit
114015.55,103293.01,0.0,New York,139232.68
38396.3,140574.84,396478.79,New York,86381.49
4779.85,142162.86,358869.39,California,55618.53
78226.02,103495.54,244755.08,New York,104399.41
107477.83,124502.95,222897.27,New York,150924.48
45765.04,75822.5,61764.3,Florida,77760.74
128634.71,168574.61,137312.86,California,144864.65
33313.7,147841.06,331028.09,Florida,91207.49
136882.86,112919.49,159150.36,New York,154450.55
88660.78,122115.79,42944.88,Florida,117528.05
23945.6,129620.9,221340.66,California,45478.75
85731.55,141458.92,143770.48,Florida,111599.62
30601.98,169809.87,178319.2,Florida,80339.77
67156.84,95077.15,228620.84,New York,113365.54
54811.29,132740.04,253189.43,California,91132.52
109181.11,76278.9,321355.79,Florida,145731.94
75679.35,114228.89,219113.79,Florida,123537.59
137000.15,64509.71,189139.12,New York,161210.5
40479.65,114456.13,250063.34,California,84501.41
92958.66,179057.2,242228.94,Florida,115818.0
2500.74,131838.56,126539.64,California,58752.99
54927.0,173701.94,39549.9,Florida,96580.84
103008.57,129828.37,151899.79,New York,137492.5
24733.48,103685.82,27091.19,California,42927.83
15113.49,128749.85,391920.99,New York,73381.95
0.0,110568.55,251710.29,California,71342.23
65733.92,132668.55,354811.84,New York,122786.14
40985.3,100201.81,335944.31,Florida,101522.33
126391.0,112018.21,22005.86,Florida,161771.57
70810.62,136041.87,493495.98,New York,134278.46
66199.86,102501.09,249456.38,California,104556.38
53806.72,106418.15,145520.82,Florida,97073.94
89787.15,114246.1,238295.85,New York,132024.07
50911.56,114042.95,69838.9,California,71249.3
84355.9,114451.4,182923.24,New York,130313.6
65276.61,129942.84,495543.91,New York,89131.12
67180.01,126974.87,362467.19,Florida,112717.8
142229.86,102146.96,337137.57,California,176326.86
59618.28,94470.21,390827.57,New York,104125.39
148675.54,151039.32,264715.96,Florida,162869.56
68963.35,46360.35,156042.89,Florida,111699.84
91397.17,128319.56,109276.65,New York,121306.44
47402.23,115104.73,80456.07,California,79493.92
46734.11,118398.46,0.0,New York,78479.24
121213.49,144180.12,83925.42,Florida,167715.43
132809.04,105819.8,257322.13,Florida,160419.64
46328.89,133333.98,267929.23,New York,78401.76
112679.51,95491.37,63085.75,New York,122956.77
43027.13,140014.77,0.0,California,75110.9
30211.7,124116.19,315834.19,Florida,69513.19
0.0,110529.63,0.0,New York,48557.85
122757.51,105288.12,57986.25,New York,138102.46
52403.4,81733.21,329097.62,New York,103679.4
30369.2,124402.81,0.0,Florida,64346.2
134184.16,88150.26,319217.24,California,166741.72
0.0,155761.94,125949.59,Florida,46892.77
0.0,84895.21,424898.59,New York,79126.98
74218.03,119776.71,164692.69,Florida,124206.77
87146.1,139746.16,123346.92,Florida,127921.53
94225.71,154170.27,68410.02,California,129823.87
71202.04,153532.33,57421.89,Florida,114437.9
88509.76,113407.41,0.0,New York,115589.65
72695.65,116196.31,0.0,California,102729.44
139306.01,60146.94,332987.51,California,158704.08
130794.18,109718.68,297801.64,New York,142015.27
0.0,150709.76,81775.91,New York,45831.69
84127.42,69813.5,224496.4,New York,123495.27
90706.0,151908.74,312963.3,Florida,120486.66
63581.04,136422.26,142700.9,New York,100948.02
103958.77,175186.65,118995.63,Florida,134968.22
113773.58,141346.2,53946.98,California,132758.74
79315.67,146982.17,399725.81,New York,111343.91
10608.36,104838.73,135030.86,Florida,56984.1
37564.74,116245.42,200084.31,Florida,91373.84
18873.45,91519.55,357019.62,New York,82707.08
28906.67,160690.03,115490.64,New York,75308.79
109202.58,104020.58,293287.69,New York,153016.31
52839.29,73136.01,167265.97,California,98976.49
0.0,126767.32,322572.63,Florida,48829.67
39609.03,120103.16,0.0,California,96267.78
72836.94,98109.76,80352.52,New York,108706.69
92406.11,101948.2,351753.73,New York,122330.07
129613.97,94587.37,408169.51,California,154466.76
7782.01,161122.05,241240.11,Florida,57860.47
89092.12,116313.7,151177.95,California,122892.12
40910.18,129889.77,0.0,Florida,79331.95
41503.05,175520.64,231911.4,California,89693.44
50095.37,107696.48,90349.17,Florida,90630.31
35852.36,111315.54,272277.91,Florida,76988.44
28659.66,140466.86,0.0,California,71329.37
120388.81,152018.13,142752.92,Florida,154730.67
150678.11,113860.29,175994.28,Florida,171301.4
21493.12,100367.09,231914.24,California,73511.12
0.0,104049.0,88915.2,California,37426.84
27778.95,137869.53,87856.79,California,75059.89
0.0,140262.66,226300.35,New York,56053.22
51490.14,78459.96,350601.98,Florida,102243.29
6787.77,154347.71,0.0,California,37280.09
63702.52,114005.23,255121.68,Florida,107342.96
61696.01,83538.01,214188.12,California,88059.99
0.0,79456.58,0.0,Florida,48450.05
99931.66,84065.94,272200.55,New York,140215.43
99325.75,143289.78,149494.47,California,129390.99
37143.2,110591.31,160952.28,Florida,66722.64
138255.76,111806.65,280639.31,Florida,159716.21
74151.72,124853.91,122098.59,New York,114687.31
76850.03,179692.56,0.0,Florida,112504.09
21177.51,183925.08,289130.07,California,76722.71
41139.75,85715.14,249663.04,California,88928.65
117808.25,87924.29,191784.14,Florida,144200.5
154676.27,93461.26,275068.46,Florida,180234.87
10384.66,105642.38,271095.58,California,58297.36
31248.96,127209.68,171870.15,Florida,89382.39
127371.02,103945.34,271884.38,California,154278.17
70206.25,170116.49,292940.93,California,122894.23
97831.05,106877.19,117630.03,Florida,141653.54
48701.01,178971.53,348881.73,California,111508.72
91827.51,98368.03,140593.85,Florida,114904.15
0.0,106882.95,392306.02,New York,74388.35
23435.82,137232.52,146048.74,Florida,75642.79
88755.8,161589.92,285458.55,Florida,140823.98
76490.29,82319.8,0.0,California,104183.54
155947.63,80454.89,0.0,California,173328.21
61397.8,104388.86,235918.9,New York,94058.01
84299.66,100354.88,281170.27,California,100774.0
12654.86,144939.21,238618.54,California,54261.15
127199.04,134783.4,86248.57,California,143710.12
47720.59,99432.68,112314.72,New York,79521.24
146515.58,167955.22,163966.6,Florida,171669.42
76959.45,85467.64,123981.27,New York,99371.76
1518.4,162397.25,76335.0,New York,39945.48
68843.32,149064.74,363469.42,New York,121641.67
55658.28,112586.03,163632.05,California,94992.22
36281.23,101399.27,211047.7,New York,92570.86
109262.32,99408.09,113359.39,Florida,123588.04
128831.65,134674.63,24549.94,New York,138638.29
108262.09,150590.04,91682.48,California,133292.42
70315.55,134811.94,112420.22,Florida,118481.03
159957.89,95053.69,150328.72,Florida,167989.46
111049.26,122609.87,269649.92,Florida,148376.9
48722.85,132684.56,188004.34,New York,91442.33
72675.35,101133.87,112844.33,Florida,99173.08
56574.85,141239.37,260424.48,New York,103886.28
54206.33,145836.99,0.0,California,91307.48
174261.05,111358.51,122883.19,California,190759.52
67808.72,128268.55,142237.46,Florida,112423.56
54351.58,132492.35,123623.33,California,98627.42
57026.14,115694.02,429724.17,Florida,107668.13
58538.15,84049.17,236641.7,New York,99443.0
0.0,100118.67,0.0,New York,55161.02
59403.79,105486.57,251290.97,California,97445.78
64254.49,146574.08,165395.87,Florida,111290.46
40564.99,92982.0,0.0,New York,77629.78
82302.97,74909.07,193874.38,Florida,108552.29
221090.73,185357.49,237032.26,California,224766.93
0.0,71797.36,272793.88,California,51331.54
35437.76,132527.64,358684.78,New York,91937.04
73596.64,121928.77,155597.41,New York,108975.89
9690.51,110010.63,0.0,California,59220.04
104602.16,125488.97,176111.98,New York,126661.01
124027.63,119015.3,204886.18,New York,147251.67
88676.53,156093.75,156762.47,New York,130160.09
99564.27,129983.57,263123.61,California,132140.21
142074.49,121062.68,246903.34,California,170268.59
0.0,129344.07,142904.91,Florida,53302.71
68294.34,124550.89,75871.76,California,88190.44
95148.93,70555.62,62308.18,California,108209.59
69810.53,117175.32,171474.85,California,115945.5
94596.74,127809.75,264864.93,New York,134419.48
52463.35,99024.63,221324.87,Florida,90123.9
92791.36,99323.85,0.0,New York,122303.83
130926.43,122829.16,240435.39,California,146568.37
1003.83,87581.83,230329.83,California,52771.71
11855.07,134600.99,334363.74,New York,66615.63
19391.38,115224.85,121167.64,Florida,73938.96
121895.7,122280.05,438993.35,Florida,153183.75
179769.65,164894.13,195532.33,New York,206333.53
95574.52,115727.39,147068.81,California,119438.29
55656.23,155672.46,257000.24,New York,101865.72
70411.37,143094.44,443604.02,New York,129318.99
81063.25,96702.04,285572.04,California,117714.45
110123.47,90558.76,0.0,New York,146579.53
41829.63,114763.36,38045.88,New York,83748.23
73401.49,115364.45,268277.02,New York,111583.56
158949.3,166251.46,170309.5,New York,164609.3
143939.52,188305.88,78176.34,New York,150096.73
195411.35,123139.02,193544.73,Florida,206472.61
4074.3,115900.56,193699.33,California,62540.42
106837.1,82583.36,0.0,New York,138265.6
124710.42,95379.41,266346.13,California,166923.86
109382.81,138583.3,143700.68,California,137298.29
66508.25,104227.65,484481.49,Florida,108098.78
87221.36,166311.33,333233.0,New York,117529.0
35364.18,114240.27,404374.48,California,73535.59
176611.58,140263.4,227668.15,California,213360.31
72338.38,118503.85,89119.67,California,104885.87
95257.61,101357.2,318467.42,California,139563.51
0.0,145315.48,168721.54,Florida,43978.02
2578.21,149799.72,466748.29,Florida,73261.43
136193.74,90923.96,276256.67,New York,171457.49
172968.97,137168.35,287311.68,California,177011.54
40475.6,173778.3,251367.55,Florida,86422.24
46083.25,131416.09,511858.62,California,108757.37
55672.7,90771.85,220344.77,California,99642.66
48852.55,93374.89,19009.68,New York,81626.18
110839.51,137841.16,143834.65,New York,151432.01
39173.3,174943.74,0.0,Florida,83644.67
62558.36,145243.12,303691.33,New York,109427.82
0.0,112460.79,214566.32,California,50555.28
65413.78,108713.08,86960.8,New York,97670.33
69178.9,77087.72,151914.07,Florida,113538.14
106338.81,106494.07,207815.13,Florida,141951.58
70128.72,105281.93,147968.7,California,93833.53
119192.65,130322.81,55685.98,New York,155843.98
60626.81,132793.67,296620.94,New York,127825.75
25362.42,148948.03,71665.01,Florida,43373.17
39760.06,106606.62,96000.49,California,80153.2
83026.05,142587.2,117761.59,California,105507.04
30326.06,122364.17,240017.99,California,81349.3
135977.65,76054.8,266746.15,Florida,166630.33
140165.14,133788.1,250846.12,California,173739.07
29399.44,147306.72,200956.59,Florida,86061.49
108424.74,152613.72,280272.88,New York,134779.83
103937.8,93936.73,209494.42,New York,138167.34
56074.78,112867.92,161707.01,Florida,109708.49
133302.27,115122.88,220680.52,California,152838.6
135015.97,162885.12,135011.56,California,132606.6
99107.22,116514.36,360505.68,New York,127527.48
103229.34,143844.35,29406.39,California,123342.11
128803.22,107666.67,186770.17,Florida,158152.13
167367.29,137188.88,174992.12,Florida,208826.09
147774.05,111008.03,193440.8,California,168637.53
139983.76,89074.62,428490.28,California,179245.11
150259.95,149081.45,122020.76,Florida,185179.82
79142.57,119487.43,215686.4,Florida,129313.98
71180.54,130718.3,242043.63,New York,114839.49
91048.67,129988.71,0.0,Florida,115435.66
50329.42,128099.24,118315.2,Florida,90154.05
59464.92,132998.1,107569.05,New York,82876.21
125805.01,118626.87,175024.38,Florida,150887.85
3615.22,116889.34,266686.7,New York,55613.8
72905.3,115669.22,202364.71,California,105574.45
29546.12,148590.46,153066.0,Florida,77294.32
104412.82,117665.62,273378.24,New York,123091.56
91707.08,128654.54,4238.06,California,144035.06
114449.58,121931.76,293206.77,California,146879.69
0.0,137186.99,11653.73,New York,52114.57
98893.89,145137.28,162802.0,Florida,140840.13
36246.5,158330.56,201103.91,Florida,90216.04
7334.29,103360.1,274434.21,Florida,71629.19
59159.5,122031.49,435793.12,New York,102115.1
92742.12,112274.52,265194.62,New York,126329.32
70250.4,117253.01,146633.92,Florida,105218.91
2339.32,158943.09,163046.55,Florida,42169.74
70887.5,116416.93,138403.59,New York,117610.03
100494.4,100966.76,175056.72,Florida,130169.85
0.0,137748.26,341207.49,Florida,57584.3
57361.45,135884.08,237210.21,California,104251.93
55885.07,104449.55,132474.25,Florida,99293.4
108234.67,113252.36,0.0,Florida,129010.04
49020.26,100207.01,167793.26,Florida,89333.32
2222.62,87476.58,0.0,California,48670.34
142896.21,123472.96,356547.55,Florida,176895.59
126404.95,148334.79,242769.14,California,149199.76
88726.15,121195.77,405515.7,California,121453.35
67403.04,154769.43,357098.57,California,96479.05
56352.86,102470.26,159743.73,California,85035.2
73926.08,114615.04,37480.68,New York,88991.08
64773.31,108458.92,396603.9,California,110490.99
55122.26,149245.17,163036.97,New York,93475.81
45634.74,106837.01,78070.95,Florida,84655.96
52560.0,71750.48,293511.66,New York,88321.93
92902.62,164526.64,0.0,Florida,117753.04
37150.82,136567.67,156406.72,Florida,96125.25
71569.05,77461.05,213138.28,New York,99610.11
70215.73,103563.61,161671.14,California,92084.54
46322.34,130162.21,282625.81,New York,97673.31
49562.78,119383.23,116571.56,California,97831.31
49836.46,122243.49,195894.9,Florida,85203.75
26347.67,96297.09,234207.46,California,67233.14
77301.35,150576.41,246772.05,New York,108210.16
91006.93,105193.65,331566.79,California,116285.33
46117.52,110129.17,280744.8,California,90647.42
71580.89,134659.41,297671.81,California,113348.0
10233.74,155240.1,101988.71,Florida,48443.39
108408.22,135526.9,270018.87,New York,150678.44
208367.98,151179.3,302982.75,Florida,229359.12
66251.55,118093.55,356726.72,New York,113087.7
25625.1,52057.9,42798.51,California,79755.72
64606.27,136184.77,280450.44,California,112609.41
28676.47,146878.55,253441.35,New York,68712.51
73511.6,131629.43,211944.43,California,126902.49
127043.91,113785.28,248657.97,California,142222.88
98799.82,140211.65,0.0,California,140355.29
132928.7,191085.64,310791.47,California,149283.74
88945.29,107705.7,0.0,Florida,114598.95
29852.07,113963.19,190943.09,New York,74386.94
21141.18,84368.71,301466.66,Florida,85486.89
104274.23,130212.85,330177.37,California,129915.8
112350.0,132929.52,72240.47,California,143171.2
118334.64,75692.95,340247.91,California,157603.91
102700.17,133823.17,42205.81,New York,139762.43
102393.67,103773.84,277708.84,New York,126043.33
92838.59,105315.31,61330.42,Florida,129751.29
112650.96,167868.72,149558.28,Florida,123991.64
0.0,113258.94,270199.02,California,43233.72
28989.6,137560.33,117293.91,California,72489.89
65636.86,96026.72,72584.38,New York,107204.54
34888.24,123924.93,56987.4,Florida,70876.99
61872.0,86991.59,183468.02,New York,93004.31
96479.86,96979.11,78959.81,California,134440.61
83567.89,112930.86,395464.95,Florida,113093.13
33484.1,125834.8,288161.57,California,69722.25
92377.39,114935.65,94930.25,California,131784.69
70114.13,113010.85,244716.31,Florida,107546.67
25091.13,169024.31,181452.15,California,74592.38
66774.42,100548.67,185540.34,California,105099.61
55796.42,130208.93,138822.8,New York,92717.04
53327.56,153666.41,68540.62,New York,106956.07
92094.99,96041.04,128255.8,New York,132009.36
65166.85,154437.07,117860.93,New York,106542.4
73731.68,167149.6,6058.17,Florida,111372.59
134856.97,118337.9,262086.31,California,174343.44
100612.13,145291.26,174512.77,California,132760.97
56005.76,73457.49,261684.85,California,90460.93
139244.92,107133.32,69236.23,California,181462.73
72966.83,118409.63,412880.46,Florida,113335.61
71865.67,126010.12,114302.65,New York,90221.18
59768.6,154649.14,257801.06,Florida,108569.71
78952.6,114247.67,0.0,California,92807.6
0.0,143921.38,226595.68,California,59465.98
140375.46,140454.98,148248.6,California,183114.31
99020.2,91529.2,226102.89,California,132958.31
108333.52,105632.9,0.0,California,126493.53
59021.06,119101.35,371864.56,Florida,91933.95
95545.09,92079.95,323765.74,Florida,139931.93
74707.32,95095.7,0.0,Florida,109110.14
74185.18,133739.77,258066.39,Florida,100550.98
51777.75,119050.44,240454.08,Florida,97788.62
71170.33,156710.89,0.0,New York,110266.27
5741.34,147955.88,291684.52,New York,63840.7
70196.27,123397.93,357503.04,California,122866.62
46077.6,137779.18,154944.8,Florida,94583.71
86165.94,85630.6,238814.84,Florida,123331.17
0.0,121857.37,7596.66,New York,56399.59
86589.17,136162.62,112616.96,New York,122520.41
69717.19,165403.81,84380.39,New York,108348.62
96072.78,85020.37,363483.21,California,141223.48
11693.78,140801.45,0.0,California,56907.58
76596.35,152136.66,140146.77,New York,118397.55
100290.16,111075.98,146286.8,New York,134544.05
46871.15,129339.02,345108.32,California,87108.6
28533.87,128266.16,271169.83,Florida,69609.03
85289.98,152010.86,197222.17,Florida,107905.98
76010.56,138971.84,208091.44,New York,123952.43
47908.62,151166.07,0.0,California,90689.27
79970.63,132391.08,237114.64,New York,140342.21
130467.86,127436.76,173422.64,California,160852.07
0.0,64475.5,300511.2,California,45908.47
31478.2,121048.48,46776.72,New York,79376.71
31447.67,119765.33,170307.56,New York,77908.27
76346.92,125720.16,306502.66,New York,119331.87
62463.52,157967.92,105164.84,Florida,90415.42
32001.62,77433.02,224883.7,New York,93886.19
99083.86,118410.42,206113.42,New York,141306.08
131983.04,110850.59,228617.48,Florida,169439.68
56462.64,129239.17,333413.06,Florida,97078.81
39242.63,158812.16,131889.9,California,89733.5
4963.2,160093.11,328379.65,Florida,57384.56
137499.55,98812.8,176284.2,New York,159974.49
83749.74,119237.49,165930.77,Florida,129384.31
180219.4,145495.85,325889.58,California,207529.76
73149.97,82185.22,182120.19,New York,107084.24
80579.15,122581.89,363208.72,Florida,123282.56
118460.71,155117.18,99775.49,Florida,141910.88
33633.15,101491.04,181469.22,New York,79250.66
72430.74,94843.07,255736.77,New York,113972.55
96286.74,73792.18,230012.86,California,124706.1
18316.21,105550.26,196010.92,New York,57946.71
110081.53,125547.87,210.21,California,138829.04
53502.79,96340.58,284070.2,Florida,90445.87
87510.08,158291.38,0.0,Florida,94994.08
74819.75,93237.65,0.0,Florida,122638.26
87592.14,137636.66,382228.35,California,135878.13
80022.12,94263.57,64975.25,Florida,113197.49
120350.45,83074.71,221651.78,California,157287.63
60667.69,126082.76,264387.06,New York,122351.51
128220.58,86422.93,306302.29,Florida,160683.07
127216.32,122488.4,381749.58,New York,149814.05
65831.75,123685.25,96519.01,New York,99652.49
